"","recordTime","cognitoId","device","sensorname","alpha","beta","gamma"
"152",1423452167.703,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",115.95388263932,6.87374547557014,4.77408490086516
"153",1423452168.037,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",114.469552500504,13.4596725246877,3.35462865335652
"154",1423452168.375,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",110.044041669583,47.0941233398187,6.75609789561498
"155",1423452168.709,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",108.589691331582,55.421634877538,5.35662898276391
"156",1423452169.043,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",113.548182263849,33.7366490201308,4.88181316777981
"157",1423452169.377,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",111.091731468308,26.2060954801678,5.71608466051458
"158",1423452169.715,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",98.7731195290676,25.3810652058521,7.83022852414034
"159",1423452170.048,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",87.4495817869848,27.346098070934,8.17993932225916
"160",1423452170.383,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",76.2547376881092,29.2825255901369,6.15907200318356
"161",1423452170.716,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",67.034555137024,29.3387428864963,2.29050494973793
"162",1423452171.052,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",55.069690139216,28.8747294432643,5.24538275049932
"163",1423452171.388,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",40.7666371345355,32.7221669058318,2.88408453380449
"164",1423452171.726,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",29.6882935885975,33.2472560673916,3.79778854492101
"165",1423452172.062,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",21.9359335529529,29.9637016174496,8.13223728881262
"166",1423452172.396,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",16.1360258666386,31.484888036892,9.15481449648615
"167",1423452172.731,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",5.25170296800153,31.6587644769635,5.06032823686436
"168",1423452173.065,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",345.231396026065,29.7042123860085,3.47173234566457
"169",1423452173.398,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",330.772251281631,31.7815089736346,2.41153038890559
"170",1423452173.735,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",314.183686290889,33.0564208737634,1.31984660739463
"171",1423452174.069,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",302.933486438336,29.861523025761,5.51090713069597
"172",1423452174.403,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",304.984333061613,29.9373648592015,6.53602102550592
"173",1423452174.738,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",305.240136573346,29.8607472569339,1.3048719254953
"174",1423452175.074,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",302.053395677523,28.8750102396939,4.18213717849678
"175",1423452175.409,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",306.059256097889,30.3435591923966,1.47252368100167
"176",1423452175.744,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",316.471316638761,30.3545053702331,1.9225900106153
"177",1423452176.078,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",323.01207610022,29.7889910699029,6.53777477201956
"178",1423452176.415,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",329.760721389687,31.311665935906,6.87758435934417
"179",1423452176.751,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",325.444982956446,31.4934303888587,5.32085783156703
"180",1423452177.086,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",314.086803114123,32.1942193168472,5.31415378750842
"181",1423452177.422,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",305.126987341993,30.8853726007851,1.06865566051297
"182",1423452177.756,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",300.940772170935,31.1127905906637,0.04101027382374
"183",1423452178.091,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",308.554953669942,32.3739641523855,0.0108970806432724
"184",1423452178.427,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",322.260822323407,27.639567850335,5.74306783064691
"185",1423452178.761,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",335.792228250729,31.6333229309071,3.95780061940499
"186",1423452179.094,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",330.646106704594,29.8916369691983,4.80261236318478
"187",1423452179.43,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",314.000319415676,31.181552050582,-1.66309007845884
"188",1423452179.765,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",297.665376315149,31.739540033781,-2.09611531037442
"189",1423452180.098,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",280.764842581369,27.1501615945505,3.49053608669911
"190",1423452180.432,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",263.612219927146,21.2885518504869,8.98660537705321
"191",1423452180.766,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",251.384659372115,11.1212495961254,5.59429149359079
"192",1423452181.1,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",229.318235025173,40.4175205244768,7.86464688479786
"193",1423452181.434,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",217.445568280927,54.9018321217552,8.92638739407094
"194",1423452181.768,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",218.479857126186,21.9988112839903,2.99615909748475
"195",1423452182.103,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",216.376671853853,19.9731129988856,-0.773504880423679
"196",1423452182.437,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",202.691628508489,28.9550525884852,-12.0182707190708
"197",1423452182.772,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",184.992737232813,32.3776721944348,-16.5941622526501
"198",1423452183.105,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",165.235284055783,29.2006107869071,-15.672713256775
"199",1423452183.45,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",156.896027507912,27.415992768334,-14.9798707962344
"200",1423452183.788,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",151.227517551262,22.2420499476754,-13.6006907930951
"201",1423452184.122,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",152.676208406579,18.1188436661185,-12.1748491993852
"202",1423452184.459,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",156.632009014594,20.4795660418729,2.30675663458249
"203",1423452184.793,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",179.702956004861,28.4692055582156,0.0291198097697944
"204",1423452185.128,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",213.013162667682,21.9259123577046,-19.9999629784058
"205",1423452185.462,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",227.026615787352,8.56391158697611,-23.3883869852974
"206",1423452185.798,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",227.488227579493,1.26704978667658,-32.6120890050996
"207",1423452186.132,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",224.768584962687,0.916399127765089,-34.3332404803368
"208",1423452186.475,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",221.005924290662,-2.55686436423741,-31.1528504404441
"209",1423452186.808,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",228.544681854671,-3.25759668465001,-26.6687758369955
"210",1423452187.142,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",259.718358547666,-11.6438525240955,-23.0768121220788
"211",1423452187.478,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",278.02703192647,-16.6768881491465,-23.3043673750544
"212",1423452187.812,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",256.871053003195,-2.97747385879425,-27.4621719192991
"213",1423452188.147,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",240.80643231722,9.7720816554759,-25.2416625281351
"214",1423452188.482,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",220.712868858134,16.1594728130934,-25.1943413284695
"215",1423452188.818,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",215.956420852618,12.8945891591568,-30.3093046435478
"216",1423452189.155,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",225.045459817778,3.69880701376657,-39.6042316369879
"217",1423452189.491,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",233.06035311024,-2.8012496604437,-44.5124476321257
"218",1423452189.826,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",244.653072285655,4.21460541199787,-21.8982086608933
"219",1423452190.161,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",251.816036094255,16.9023450259723,-5.1825927399292
"220",1423452190.499,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",255.746023475062,33.2569876263256,-18.4095515207697
"221",1423452190.836,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",254.955429257102,22.9593422573694,-31.0221836038407
"222",1423452191.17,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",249.524950758977,-7.12212136601601,-30.0812230806446
"223",1423452191.503,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",255.809410950418,-16.7539175987812,-24.2466702860407
"224",1423452191.837,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",264.23841912787,2.50800149327105,-8.67192430195771
"225",1423452192.17,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",274.956477268751,20.6874553477424,-23.2178809273472
"226",1423452192.507,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",280.680867860572,12.5968189872559,-38.9294784992883
"227",1423452192.842,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",278.899143185875,-7.73723257684839,-38.5397061069286
"228",1423452193.176,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",286.455894219612,-5.79932092955111,-10.3697467155259
"229",1423452193.51,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",286.614956251667,10.1152296809047,-11.9179060394229
"230",1423452193.843,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",279.095088771275,20.1709861210676,-26.488671679838
"231",1423452194.177,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",270.861189141806,-1.98632893604187,-42.1565263030253
"232",1423452194.512,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",270.085982067048,-15.7712907999238,-33.7913250313445
"233",1423452194.847,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",269.021053285535,1.78846510558793,-16.1850694732344
"234",1423452195.185,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",234.819869468524,28.214734911122,-7.34155856370866
"235",1423452195.519,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",172.82968409217,25.5809993851438,18.8599391360396
"236",1423452195.853,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",124.505332127757,24.1407824511845,21.8405831724783
"237",1423452196.186,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",101.569585054485,36.273901671531,14.1164685113377
"238",1423452196.529,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",103.305691644075,56.7026895357423,-3.15261161958494
"239",1423452196.864,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",111.908954198686,43.6524064232167,-8.22203506115827
"240",1423452197.201,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",105.270691758228,25.1804369143036,17.8771812879969
"241",1423452197.534,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",94.8825491926558,12.3483595019221,35.7880298464845
"242",1423452197.867,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",72.8755360659468,22.3778924195134,21.3869079536479
"243",1423452198.202,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",65.6500164120052,38.5022668998539,3.06094894556837
"244",1423452198.536,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",89.5731080718533,45.2976826505523,-24.478880803254
"245",1423452198.87,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",94.4502505711495,42.3084534029955,-10.4686403400831
"246",1423452199.204,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",82.8680437563026,30.4483263163185,25.9351869121217
"247",1423452199.538,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",71.0555777289949,17.0240772823035,23.9383679357121
"248",1423452199.872,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",66.8501257115285,36.9884097677157,6.91756217581317
"249",1423452200.213,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",87.9004534409351,50.4496158198045,-13.5518820189995
"250",1423452200.548,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",102.517714869775,40.6828316802387,-3.27986446770583
"251",1423452200.882,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",97.907560944154,30.9332287396725,15.1431611710399
"252",1423452201.216,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",97.8479561784079,20.2048162887876,8.73958277347634
"253",1423452201.571,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",106.462863783999,10.4321078340827,7.54946587653159
"254",1423452201.905,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",105.830645546839,35.0223835588406,2.16464582631141
"255",1423452202.239,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",106.596392689709,44.6003576368715,0.174572236725207
"256",1423452202.574,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",104.64643484788,38.9528675270042,1.52124832674051
"257",1423452202.907,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",100.239415513325,35.5438233354296,2.42448890038923
"258",1423452203.241,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",108.384214436538,24.3810946822048,15.1330473182185
"259",1423452203.576,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",117.318918804912,23.5871983641034,15.6796268300161
"260",1423452203.911,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",121.324416686815,32.022082899137,12.330557087832
"261",1423452204.245,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",121.750062678125,44.9007096487218,-1.82816632748507
"262",1423452204.578,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",122.313254030384,40.3130279742895,-1.19464420840525
"263",1423452204.915,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",124.534353946203,41.0629370600784,-8.47871726273659
"264",1423452205.249,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",139.025074523964,47.4736593889875,-26.6903237150654
"265",1423452205.584,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",146.995623183321,41.0174507102461,-16.9555213431504
"266",1423452205.917,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",146.495097144739,29.5101339689374,11.1005684373294
"267",1423452206.252,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",145.805731252532,28.0374981572192,15.8844132296839
"268",1423452206.587,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",148.099920712424,39.0769389710474,1.59036741108812
"269",1423452206.921,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",161.125597165306,44.476164468757,-13.0663039045721
"270",1423452207.255,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",170.402352846384,39.9286117091332,-7.26000177974326
"271",1423452207.588,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",187.497192497025,30.7786570506209,8.21521558626269
"272",1423452207.921,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",196.14893973207,31.9164295270459,10.2381862247158
"273",1423452208.257,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",196.334495075857,33.4761106560909,5.22119614570162
"274",1423452208.592,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",194.554866812442,39.5339426331522,-6.54794653763017
"275",1423452208.926,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",192.226609516733,34.0572447621617,-1.37818491462783
"276",1423452209.261,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",191.270245932264,21.3548701709437,13.1076286728404
"277",1423452209.594,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",193.008447320397,10.0867720077976,24.8369053380273
"278",1423452209.929,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",197.868044234061,25.522487909099,11.7956098365318
"279",1423452210.266,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",218.268561430801,46.277078900344,-15.3515038143415
"280",1423452210.6,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",241.235907285275,34.7560569080489,-5.42863136881219
"281",1423452210.935,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",269.368182385857,25.2229210945905,11.719449905194
"282",1423452211.269,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",281.437332240584,25.6296245595318,17.3843362516669
"283",1423452211.605,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",283.443882535855,26.7965378827728,9.34444952492558
"284",1423452211.941,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",290.2659446465,37.5402506128292,-8.13222467124429
"285",1423452212.274,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",291.536086235212,36.0467682825696,-9.58352870921958
"286",1423452212.611,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",293.812513664852,25.7083757236164,2.17520621077715
"287",1423452212.946,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",300.822077793103,18.9655020440742,18.1031361669195
"288",1423452213.279,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",294.414690935202,30.5935814615908,13.7790678509865
"289",1423452213.616,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",294.165790413467,41.3046571369381,-13.2985903802376
"290",1423452213.952,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",293.269705012795,41.7144354441149,-24.1976908418773
"291",1423452214.287,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",295.373898102899,39.1152927666134,-24.0916903985101
"292",1423452214.622,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",314.996190309191,27.763478566982,-10.8651882795208
"293",1423452214.957,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",331.592538957127,27.5956429755067,0.223325237777021
"294",1423452215.292,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",326.343251623702,19.3806177122863,8.08523676776367
"295",1423452215.625,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",306.142869582572,15.3908138585096,6.68320103841128
"296",1423452215.959,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",281.634284298392,28.7175458058978,-2.16366835844517
"297",1423452216.293,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",263.180522017866,31.165885596264,-4.92426731929063
"298",1423452216.628,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",247.476753416326,25.348312630178,2.51689290756821
"299",1423452216.964,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",235.523856672634,29.8598257931677,5.25041178627008
"300",1423452217.299,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",224.440086372346,33.4879193319938,-0.0317835234113369
"301",1423452217.632,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",202.41358353029,25.4748670258228,-0.783022523954838
"302",1423452217.967,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",175.775745957601,28.4941125160374,0.0788543179356583
"303",1423452218.301,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",167.391858017166,25.5379462439649,0.856504670132912
"304",1423452218.636,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",174.401327877084,24.8263344812233,5.61672801092096
"305",1423452218.969,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",177.381302863261,32.2934316078613,11.1132560203087
"306",1423452219.304,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",169.281227143319,25.3916022660851,9.49747462272514
"307",1423452219.638,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",141.771817071874,25.0191385067461,6.20161207932195
"308",1423452219.972,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",123.311967398192,19.6857486954899,12.4663702223817
"309",1423452220.307,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",117.276656583539,19.0915654863496,12.7181536151665
"310",1423452220.641,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",101.072186345487,20.6046979619598,10.8408433614657
"311",1423452220.974,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",81.8585174591415,23.3654167108213,9.71158932719725
"312",1423452221.309,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAdjustedEvent",65.4138464083864,21.6703110015377,14.4408913239634
